YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M_MAX,PRECTOTCORR,RH2M,T2M_MIN,WS10M_RANGE,Rainfall
2004,7,12,2.44,33.29,16.95,77.94,23.37,1.09,18.14797783
2004,7,13,5.28,31.14,4.41,83.5,23.75,2.23,4.635715008
2004,7,14,5.51,29.39,35.75,87.31,23.38,1.59,0.351378083
2004,7,15,4.31,32.12,44.79,84.06,23.94,1.41,26.15344429
2004,7,16,2.52,31.42,15.23,86.62,23.83,1.56,15.77779579
2004,7,17,3.44,30.76,27.66,89.31,24.16,2.34,35.61434174
2004,7,18,2.36,28.04,25.52,93.06,24.67,3.23,4.844695568
2004,7,19,2.48,29.23,40.26,88.88,24.23,2.87,7.438117027
2004,7,20,2.46,27.52,13.53,93.31,23.58,1.93,36.35752106
2004,7,21,2.89,33.5,0.35,80.5,23.55,2.01,13.37516308
2004,7,22,6.18,30.55,1.15,83.81,24.37,2.38,4.603053093
2004,7,23,3.9,29.84,42.3,88.25,23.62,1.87,6.075746059
2004,7,24,3.88,30.26,17.06,87.31,23.77,2.66,11.76725674
2004,7,25,5.98,31.21,20.96,84.62,23.37,1.59,4.300486088
2004,7,26,5.5,30.05,4.4,87,23.77,1.87,20.37992859
2004,7,27,5.74,31.27,1.36,83.75,23.98,2.59,4.345975876
2004,7,28,2.72,29.04,1.2,87.06,24.48,1.28,9.65582943
2004,7,29,5.02,31.12,9.46,86.06,23.65,1.23,22.26129913
2004,7,30,5.66,31.52,7.25,82.69,24.33,0.95,3.195069551
2004,7,31,5.78,32.86,2.79,78.69,23.56,1.12,0.218871936
2004,8,1,5.53,33.97,4.93,76.75,24.21,1.27,1.4750067
2004,8,2,5.96,32.19,3.88,86.06,24.51,2.67,10.05522537
2004,8,3,5.74,32.48,1.6,81.94,23.23,2.52,3.76026392
2004,8,4,2.99,30.07,8.65,84.69,25.18,1.88,20.83876038
2004,8,5,3.58,32.01,2.82,82.19,24.05,1.39,12.3164072
2004,8,6,6,34.47,3.04,76.31,24.52,0.91,0
2004,8,7,3.61,30.51,8.81,86.19,24.29,1.76,25.32623863
2004,8,8,5.21,31.57,0.86,84.31,23.65,2.31,0
2004,8,9,5.25,31.83,5.18,79.88,24.09,1.53,15.89103889
2004,8,10,5.83,30.91,2.24,85.31,24.3,1.85,8.399280548
2004,8,11,6.08,32.12,0.37,83.75,24.29,1.84,1.686942697
2004,8,12,6.61,32.62,11.32,82.75,24.98,2.13,6.804747105
2004,8,13,4.59,34.08,9.28,78.81,23.31,2.11,3.211347818
2004,8,14,6.06,35.15,1.65,75.44,23.66,2.16,6.146282196
2004,8,15,4.47,32.34,12.29,78.56,24.62,1.7,0.484612674
2004,8,16,5.94,31.12,3.32,81.44,24.95,2.77,0
2004,8,17,5.03,34.3,2.6,76.44,23.86,1.93,0
2004,8,18,4.14,32.96,8.28,84.38,24.9,1.73,0.456776261
2004,8,19,4.85,32.44,4.85,82.81,24.3,1.83,19.28523064
2004,8,20,5.28,31.17,13.17,86.69,24.48,2.8,5.992918968
2004,8,21,3.74,30.02,5.18,87.88,24.04,1.08,9.326900482
2004,8,22,5.82,33.33,3.75,81,24.26,1.2,0
2004,8,23,5.48,33,0.73,83.5,24.84,0.77,0
2004,8,24,5.35,33.96,2.68,81.44,24.37,1.52,0.698358238
2004,8,25,3.92,32.01,3.49,84.38,25.26,1.41,25.44860268
2004,8,26,2.56,30.2,4.9,88.62,24.48,1.64,4.452479362
2004,8,27,3.58,32.68,3.36,83.12,24.12,0.97,13.81035328
2004,8,28,4.45,37.01,8.09,77.62,23.21,1.62,4.748165607
2004,8,29,5.18,32.84,3.03,82.81,24.45,1.62,0
2004,8,30,4.61,34.9,6.58,84.56,24,1.62,3.36288619
2004,8,31,3.27,29.68,4.06,87.94,24.51,1.12,10.08473015
2004,9,1,3.74,30.31,6.02,88.44,24.98,1.02,11.81040573
2004,9,2,3.32,28.84,1.19,88.31,24.23,0.85,3.203597069
2004,9,3,4.77,32.6,2.67,80.62,23.46,0.9,0
2004,9,4,4.68,33.79,2.34,81.06,23.93,1.36,0.779655874
2004,9,5,3.8,29.89,1.88,88.38,24.35,1.07,0
2004,9,6,4.77,31.01,1.92,86.75,23.84,1.78,6.909347534
2004,9,7,3.01,31.5,14.14,85.25,24.2,2.11,0.190323442
2004,9,8,2.55,29.72,8.58,88.62,24.01,3.05,15.07878113
2004,9,9,2.47,28.22,12.77,93.44,22.55,0.83,1.223394513
2004,9,10,4.82,25.64,0.47,89.56,21.55,2.37,13.993536
2004,9,11,5.53,27.34,1.08,87.88,21.4,2.55,17.83312988
2004,9,12,3.73,26.54,8.07,90.44,21.12,3.43,10.8337326
2004,9,13,3.88,28.1,6.39,89.12,21,1.35,2.765557289
2004,9,14,2.61,27.48,0.94,87.38,20.6,1.58,0
2004,9,15,4.88,27.79,4.21,85.88,20.26,1.87,0
2004,9,16,3.9,28.74,8.76,86.25,20.3,2.53,0
2004,9,17,3.13,27.69,6.02,89.06,21.21,1.73,3.099175453
2004,9,18,4.82,30.89,5.4,83.31,21.76,1.44,5.049314499
2004,9,19,4.76,30.26,2.05,81.94,22.39,1.38,14.85729599
2004,9,20,5.37,30.33,0.09,81.81,22.08,1.77,8.359913826
2004,9,21,5.23,29.69,3.13,87.25,23.11,1.14,0
2004,9,22,4.92,28.01,5.31,91.31,22.76,1.67,0
2004,9,23,4.22,30.33,30.74,87.06,21.78,1.09,17.43779182
2004,9,24,2.18,29.02,4.22,86.56,22.85,1.28,17.64224815
2004,9,25,4.26,30.58,3.77,84.75,22.73,1.52,4.791160107
2004,9,26,4.6,31.33,0.56,82.81,21.58,1.63,0.978867054
2004,9,27,4.42,31.91,1.54,85.31,23.38,1.18,3.514509201
2004,9,28,3.71,30.79,2.6,87.5,22.85,1.28,1.208093047
2004,9,29,4.16,31.77,1.08,80.06,21.19,1.27,12.77501678
2004,9,30,4.12,31.52,0.04,79.69,22.76,1.29,4.133082867
2004,10,1,5.56,31.58,0.15,79.44,22.41,1.32,0
2004,10,2,5.54,31.78,6.02,80.81,21.65,0.75,0
2004,10,3,4.94,30.23,12.05,90.88,22.68,1.27,10.9586401
2004,10,4,5.07,29.92,12.1,84.62,21.11,1.03,0.542421758
2004,10,5,2.94,30.19,15.82,86.81,20.77,1.12,12.02918911
2004,10,6,1.09,27.41,81.9,92.38,21.29,1.45,15.19713402
2004,10,7,1.37,24.62,108.5,94.38,20.97,2.72,114.4524765
2004,10,8,1.32,26.16,52.53,92.56,20.3,4.95,136.207962
2004,10,9,3.31,27.76,0.8,86.69,18.97,1.88,13.46557236
2004,10,10,4.52,29.48,0.02,80.12,18.44,1.67,0
2004,10,11,5.04,30.06,0,81.19,20.03,0.84,0
2004,10,12,4.81,30.81,0.04,81.31,20.33,0.64,0
2004,10,13,4.59,30.33,0.15,81.44,19.95,1.14,0
2004,10,14,3.32,26.93,5.16,88.19,19.63,0.83,0.161774933
2004,10,15,3.21,28.96,4.61,87.88,19.5,2.01,3.66882658
2004,10,16,4.87,26.94,0.29,84.31,18.11,1.41,0
2004,10,17,5.21,27.87,0.06,84.31,17.07,0.91,0
2004,10,18,5.45,28.26,0,83.62,16.37,0.42,2.82049489
2004,10,19,5.54,28.69,0,82,17.15,0.48,0
2004,10,20,5.51,29.24,0,80.62,16.97,1.34,0
2004,10,21,5.51,28.62,0,79.44,16.03,0.81,0
2004,10,22,5.45,28.58,0.01,76.38,16.48,1.92,0
2004,10,23,5.21,26.86,14.15,82.69,16.07,0.7,7.027561665
2004,10,24,5.35,26.66,0.13,84.38,15.57,1.13,22.17408943
2004,10,25,4.89,27.14,0.01,80.12,15.93,1.13,0
2004,10,26,5.19,26.81,0.01,72.75,15.67,1.84,0
2004,10,27,5.12,27.37,0.15,74.94,16.22,1.43,0
2004,10,28,5.03,26.76,0.01,81.38,15.83,0.96,0
2004,10,29,4.98,26.17,0,80.56,16.12,1.82,0
2004,10,30,4.78,26.52,0,80,15.57,2,0
2004,10,31,5.01,26.31,0,79.19,14.78,1.12,0
2004,11,1,5.08,25.68,0,77.62,14.3,0.98,0
2004,11,2,5.07,25.3,0,77.75,13.2,1.34,0
2004,11,3,5,25.44,0,79.69,13.35,1.43,0
2004,11,4,4.93,25.2,0,81.56,13.57,1.05,0
2004,11,5,4.89,25.88,0,82.75,14.27,1.17,0
2004,11,6,4.9,25.87,0,80.75,14.48,1.03,0
2004,11,7,4.73,26.9,0,75.81,14.89,1.71,0
2004,11,8,4.66,25.98,0.02,81.31,15.54,0.63,0
2004,11,9,4.04,24.96,0.01,84.94,14.4,1.39,0.878445208
2004,11,10,4.43,23.77,0.04,85.88,13.53,0.62,0
2004,11,11,4.55,23.85,0,83.69,11.8,1.31,0
2004,11,12,4.52,23.98,0,82.38,11.67,1.64,0
2004,11,13,4.51,24.43,0,81.69,12.1,1.89,0
2004,11,14,3.9,24.09,0.05,86.5,12.68,1.32,0
2004,11,15,4.04,24.3,0,86.12,13.33,0.78,0
2004,11,16,4.34,24.58,0,85.5,13.81,0.55,0
2004,11,17,4.48,24.93,0,81.81,12.89,1.17,0
2004,11,18,4.46,24.78,0,79.12,13.33,1.28,0
2004,11,19,3.55,25,0,84.75,14.23,1.65,0
2004,11,20,4.05,24.57,0,88.19,14.37,0.82,0
2004,11,21,4.38,24.57,0,85.25,13.48,1.52,0
2004,11,22,4.39,23.72,0,81.25,13.8,1.09,0
2004,11,23,4.32,23.57,3.11,79.75,12.63,0.97,0
2004,11,24,3.9,22.95,0.29,83.06,12.58,1.03,0
2004,11,25,4.2,23.22,0,86,12.39,1.49,0
2004,11,26,4.43,23.4,0,83,12.73,1.91,0
2004,11,27,4.41,24.43,0,81.12,12.26,1.2,0
2004,11,28,4.33,23.94,0.28,80.75,13.19,1.52,0
2004,11,29,4.5,24.55,0.12,78.56,12.76,0.73,0
2004,11,30,4.21,23.3,0,80.88,12.07,0.9,0
2004,12,1,4.15,23.49,0.01,79.75,11.3,1.21,0
2004,12,2,4.07,22.44,0.09,85,11.58,0.76,0
2004,12,3,4.21,23.17,0,80.25,10.18,1.12,0
2004,12,4,4.31,22.9,0,78.06,10.3,1.51,0
2004,12,5,4.15,23.72,0,72.81,10.87,1.66,0
2004,12,6,3.92,23.55,0,81.25,11.3,0.91,0
2004,12,7,3.87,23.01,0,82.44,11.3,1.39,0
2004,12,8,3.63,25.08,0,78.62,12.44,2.11,0
2004,12,9,3.68,24.1,0,82.12,12.51,1.22,0
2004,12,10,3.33,23.64,0,85.88,13,0.97,0
2004,12,11,3.81,24.49,0,86.06,13.22,0.82,0
2004,12,12,3.8,23.85,0,83.81,13.2,1.53,0
2004,12,13,3.83,24.83,0,76.88,12.85,1.82,0
2004,12,14,3.78,23.44,0,83.75,11.98,1.02,0
2004,12,15,3.62,23.87,0,82.94,12.56,1.26,0
2004,12,16,2.74,24.47,0.03,83.56,12.46,1.02,0
2004,12,17,3.78,24.09,0,81.12,12.4,1.19,0
2004,12,18,3.9,23.49,0,83.44,11.1,1.3,0
2004,12,19,3.64,22.66,0,83.44,11.2,1.69,0
2004,12,20,3.22,21.08,0,86.75,10.15,1.55,0
2004,12,21,0.82,19.9,3.16,87.94,11.24,0.66,0
2004,12,22,2.1,21.38,0.02,85.06,10.58,1.74,0.323549867
2004,12,23,3.03,22.51,0,84.94,10.25,1.52,0
2004,12,24,3.17,22.06,0,85.19,9.88,1.38,0
2004,12,25,3.11,21.65,0,85.88,9.73,1.75,0
2004,12,26,3.57,20.68,0,77.44,8.74,1.76,0
2004,12,27,3.6,19.19,0,71.75,5.49,1.95,0
2004,12,28,3.98,19.48,0,76.25,5.91,1.62,0
2004,12,29,4.01,21.11,0,69.88,6.61,2.03,0
2004,12,30,3.85,19.96,0,76.94,8.43,1.73,0
2004,12,31,3.85,20.28,0,78.81,7.73,0.94,0
2005,1,1,3.87,22.83,0,75.44,8.06,1.76,0
2005,1,2,2.83,20.75,0,80.69,9.77,1.52,0
2005,1,3,3.74,22.77,0,79.06,11.07,1.45,0
2005,1,4,2.99,22.7,0,81.69,11.19,1.84,0
2005,1,5,3.72,22.35,0,81.69,10.22,1.62,0
2005,1,6,3.76,22.09,0,80.94,8.98,1.24,0
2005,1,7,3.85,22.69,0,77.94,10.19,1.28,0
2005,1,8,3.83,22.32,0,77.38,9.46,1.62,0
2005,1,9,3.52,20.36,0.01,80,9.19,1.4,0.885157347
2005,1,10,2.77,20.84,2.92,83.25,9.05,1.79,12.36928463
2005,1,11,2.7,20.83,0.57,83.25,8.42,2.03,0
2005,1,12,3.3,19.32,0,84.94,7.95,1.52,0.728520274
2005,1,13,3.66,20.64,0,82.94,6.55,1.2,0
2005,1,14,3.73,20.92,0,83.5,7.56,1.94,0
2005,1,15,3.85,21.9,0,83.31,8.65,1.1,0
2005,1,16,4.02,21.45,0,82.56,8.5,1.23,0
2005,1,17,3.54,21.73,0,80.88,9.44,1.38,0
2005,1,18,1.95,20.26,0.41,86.31,9.02,1.78,0
2005,1,19,3.03,20.58,3.12,85.62,10.23,1.27,0.595309496
2005,1,20,3.21,20.6,0.08,81.81,8.25,1.91,0.918594241
2005,1,21,3.89,18.52,0.06,85.06,7.58,1.07,0
2005,1,22,1.97,19.8,0,76.19,7.01,2.6,0
2005,1,23,1.56,23.19,6.06,74.75,7.26,3.05,3.635467768
2005,1,24,2.99,21.87,0.03,79,9.82,1.62,6.061111927
2005,1,25,3.58,21.96,0,82.19,8.81,1.55,0
2005,1,26,3.88,21.56,0,81.38,8.9,3.05,0
2005,1,27,3.8,21.87,0,76.31,8.24,1.84,0
2005,1,28,3.81,18.88,0,79.44,7.81,1.75,0
2005,1,29,3.68,21.48,0.01,74.81,10.05,1.4,0
2005,1,30,3.39,23.05,0,76.25,10.74,1.11,0
2005,1,31,2.81,25.25,0,70.38,9.16,1.73,0
2005,2,1,1.9,22.53,0.33,81.88,11.3,1.04,0.13600567
2005,2,2,3.7,21.78,0,81.62,9.02,1.36,0
2005,2,3,4.48,20.44,0,78.81,7.51,1.1,0
2005,2,4,4.55,21.45,0,76.19,6.3,1.02,0
2005,2,5,4.52,23.03,0,71.69,7.69,2.74,0
2005,2,6,4.18,23.29,0,72,7.96,2.3,0
2005,2,7,3.85,25.18,0,72.06,10.18,1.81,0
2005,2,8,4.41,24.3,0,74.38,10.37,2.3,0
2005,2,9,4.15,24.52,0,75.25,11.05,1.61,0
2005,2,10,4.38,26,0,78.94,11.98,2.04,0
2005,2,11,4.42,25.89,0,78.44,11.83,1.28,0
2005,2,12,3.56,26.24,0,69.62,12.95,1.8,0
2005,2,13,4.2,26.77,1.98,60.44,14.51,3.78,1.873050451
2005,2,14,2.4,26.28,0.12,54.88,15.12,3.52,1.165792346
2005,2,15,4.36,25.48,0,60.44,13.64,2.82,0
2005,2,16,3.66,26.37,0.12,68.25,14.34,2.95,0
2005,2,17,4.93,27.72,6.59,70.38,15.87,3.14,0
2005,2,18,4.42,26.79,2.67,78.56,15.5,3.02,0.181266114
2005,2,19,4.87,27.95,0.49,75.75,16.02,3.2,0
2005,2,20,4.58,28.23,0.07,73.19,16.8,3.09,0.244310915
2005,2,21,4.77,28.67,0,65.75,16.83,2.87,0
2005,2,22,4.22,27.98,0.31,62.38,16.01,2.76,0
2005,2,23,4.01,24.31,0.15,73.94,14.89,3.63,0
2005,2,24,4.82,26.62,0,73.25,13.15,2.17,0.194293827
2005,2,25,4.48,25.76,0,66.94,11.76,3.17,0
2005,2,26,4.88,26.9,0,58.88,13,2.38,0
2005,2,27,4.43,26.44,0,55.44,12.15,2.55,0
2005,2,28,4.11,26.81,0,60.88,12.15,2.12,0
2005,3,1,3.83,27.43,0,66.75,11.91,2.04,0
2005,3,2,3.59,28.03,0,66.56,13.53,2.98,0
2005,3,3,4.11,29.9,0,64.19,15.68,2.29,0
2005,3,4,3.6,30.64,0.59,61.81,14.7,2.23,0
2005,3,5,4.58,31.26,0.35,67.88,15.73,2.29,0
2005,3,6,5.15,30.66,0.02,58.25,18.64,3.06,0
2005,3,7,5.39,30.67,0.08,65.56,17.68,2.68,0
2005,3,8,4.86,28.74,1.51,66.44,17.62,2.1,0
2005,3,9,5.07,29.28,2,67.31,16.83,2.5,1.302991629
2005,3,10,4.88,29.74,0,65.56,17.34,3.23,0
2005,3,11,4.82,28.92,0.05,67.94,18.12,2.52,0
2005,3,12,4.47,29.33,0.71,67.44,16.56,1.32,3.538593531
2005,3,13,5.71,30.25,0,64,15.23,1.67,0
2005,3,14,5.94,30.77,0.01,63.81,14.95,1.2,0
2005,3,15,5.74,30.4,0.08,65.25,16.45,1.88,0
2005,3,16,4.65,29.68,0,64.75,15.98,1.61,3.930633068
2005,3,17,3.96,30.71,0.05,66.12,16.29,2.01,0
2005,3,18,2.34,30.12,2.28,68.19,18.62,1.91,0
2005,3,19,2.69,30.58,17.98,73.44,17.58,2.26,0.45059526
2005,3,20,4.04,29.83,38.3,75.19,18.25,2.96,20.14536858
2005,3,21,3.91,30.15,8.21,67.5,18.8,3.53,7.996901512
2005,3,22,3.96,30.6,14.94,71.69,19.69,2.87,9.779418945
2005,3,23,4.8,29.23,8.23,76.25,20.71,2.84,9.625864983
2005,3,24,2.12,23.47,14.08,84.12,16.78,2.74,15.32273388
2005,3,25,4.66,25.42,14.69,78.12,15.98,3.3,12.49170208
2005,3,26,3.01,27.3,2.53,67.75,14.7,1.95,3.491072893
2005,3,27,3.47,28.31,3,71.25,16.43,1.85,4.417078018
2005,3,28,3.11,29.5,5.51,70.12,16.24,2.25,8.058625221
2005,3,29,4.51,28.93,16.61,74.5,18.8,1.88,22.94422531
2005,3,30,4.7,30.01,2.01,72.88,20.08,2.13,0
2005,3,31,4.62,29.45,2.4,78.94,19.9,2.26,0
2005,4,1,5.75,30.44,0.01,74.5,18.02,1.53,0
2005,4,2,6.63,31.63,0,64.56,16.14,2.61,0
2005,4,3,6.63,32.53,0.99,62.94,16.44,2.41,0
2005,4,4,5.78,31.43,0.11,64.19,15.73,2.54,0
2005,4,5,6.21,31.04,0.01,68.56,15.9,2.37,0.71888715
2005,4,6,3.54,30.38,1.12,71.06,17.82,1.41,2.023216724
2005,4,7,2.86,30.73,17.45,72.75,19.26,2.12,4.120057583
2005,4,8,4.39,30.3,12.14,72.19,20.37,2.68,0
2005,4,9,4.98,30.53,26.68,75.94,20.55,2.44,7.109306335
2005,4,10,5.25,31.4,10.93,78.38,20.85,1.76,15.06672859
2005,4,11,6.46,31.25,7.22,77.75,20.56,2.64,5.749382496
2005,4,12,6.74,31.29,3.27,66.44,16.8,2.28,0
2005,4,13,6.86,31.28,0,52.06,13.61,3.1,0
2005,4,14,6.4,30.88,0,59.75,14.78,2.29,0
2005,4,15,5.65,31.98,0,60.81,16.71,2.3,0.379353166
2005,4,16,5.68,32.94,0.58,64.25,17.63,2.83,1.52736783
2005,4,17,5.28,32.08,1.39,71.69,19.33,2.78,0
2005,4,18,5.57,32.55,0.11,72.12,21.18,1.9,0
2005,4,19,5.79,30.51,1.85,76.19,21.6,1.91,0
2005,4,20,6.33,31.12,0.06,68.38,19.65,1.38,1.071460128
2005,4,21,6.01,32.83,0.62,67.19,17.99,2.9,3.251682758
2005,4,22,4.73,32.52,2.92,69.06,19.71,1.59,1.104773283
2005,4,23,4.89,32.21,10.26,69.06,20.17,2.27,2.271876574
2005,4,24,4.97,32.19,6.24,74,21.44,1.32,4.689387798
2005,4,25,4.9,32.94,0.63,73.5,21.61,2.61,4.060763359
2005,4,26,3.46,31.77,25.8,76.25,22.12,1.65,9.606404305
2005,4,27,3.76,29.87,16.75,77.56,20.68,1.3,9.052984238
2005,4,28,3.58,31.69,8.22,73.75,20.79,1.61,8.323280334
2005,4,29,4.64,30.9,1.71,72.5,21.12,1.51,1.520353675
2005,4,30,5.41,27.69,5.26,79.19,19.48,2.32,8.511518478
2005,5,1,4.71,30.02,4.44,75.81,18.32,2,1.757020712
2005,5,2,6.47,30.75,0.28,74.12,18.71,1.28,0.532032251
2005,5,3,6.25,30.85,14.48,73.38,18.8,1.3,8.811398506
2005,5,4,4.93,30.8,7.18,72.38,18.83,1.93,9.651414871
2005,5,5,2.66,29.45,10.43,75.12,19.49,1.8,7.405901432
2005,5,6,5.31,28.94,3.41,71.56,19.47,1.95,11.82779694
2005,5,7,3.03,29.69,8.01,76.75,17.84,2.39,1.775832891
2005,5,8,5.62,31.8,0.27,73.06,19.42,2.25,5.895033836
2005,5,9,5.74,31.94,1.95,74.31,20.14,1.45,5.97090292
2005,5,10,5.34,32.3,14.71,70.88,21.19,2.27,18.48130798
2005,5,11,7.16,33.08,1,63.44,20.55,1.55,0.29661727
2005,5,12,5.99,32.33,2.67,70.5,20.67,2.19,2.845148802
2005,5,13,5.4,31.54,17.74,72.38,20.15,2.48,11.6271286
2005,5,14,4.86,32.02,2.12,73.06,21.23,1.84,15.53884506
2005,5,15,5.61,32.07,19.32,73.75,22.25,1.58,11.54712963
2005,5,16,5.19,33.3,4.57,70.12,21.15,2.11,8.807264328
2005,5,17,4.24,32.52,4.06,72.12,21.61,1.66,4.282088757
2005,5,18,3.67,32.83,1.59,72.56,20.84,1.05,2.971599579
2005,5,19,4.19,30.52,42.97,81.38,21.88,1.62,15.96466255
2005,5,20,3.25,30.14,17.33,79,21.33,1.45,23.49870872
2005,5,21,3.87,26.86,22.39,85.44,20.55,2.7,6.226192951
2005,5,22,5.39,27.53,4.93,86.25,20.02,2.94,10.96661377
2005,5,23,5.48,31.38,7.19,81.94,20.36,1.32,13.10116768
2005,5,24,4.13,33.18,14.89,77.25,21.73,1.37,12.28062439
2005,5,25,2.14,32.48,36.79,78.31,22.52,1.81,8.767427444
2005,5,26,2.6,32.53,1.45,76.75,22.96,2.09,2.452837706
2005,5,27,5.31,32.1,12.31,79.56,22.88,1.38,0.263659805
2005,5,28,5.68,31.76,2.44,81.06,23.99,2.5,4.922484875
2005,5,29,5.12,32.55,0.16,75.06,22.62,1.63,0.626192033
2005,5,30,3.76,35.4,14.4,73.69,22.31,1.8,0.594728172
2005,5,31,3.84,35.08,1.59,73.5,22.8,2.1,2.169667721
2005,6,1,5.6,34.24,6.44,74.62,24.19,2.27,1.038160563
2005,6,2,6.38,34.73,3.35,73.5,24.71,2.72,0
2005,6,3,5.7,35.9,3.92,71.25,22.86,2.15,0.461404651
2005,6,4,4.28,35.34,1.69,65.69,22.61,1.42,17.84709167
2005,6,5,5.62,34.27,0,71.06,21.94,1.57,2.992430687
2005,6,6,6.1,32.71,0.02,68.81,21.54,1.26,5.753098488
2005,6,7,4.02,35.15,2,70.38,21.82,1.67,5.824445248
2005,6,8,5.5,34.37,3.02,74.44,22.72,1.67,1.268487453
2005,6,9,5,33.64,0.54,72.12,23.38,2.02,0.296729445
2005,6,10,6.62,32.79,0.27,75.12,23.19,1.08,8.895541191
2005,6,11,5.69,32.83,0.85,73.5,23.32,1.7,7.446516991
2005,6,12,4.28,34.15,1.01,74.06,23.66,1.63,7.016929626
2005,6,13,3.31,32.44,2.27,78.06,23.97,1.52,16.17642021
2005,6,14,5.1,32.95,0.59,78.62,24.4,1.09,5.457920551
2005,6,15,5.69,31.51,1.28,78.94,24.98,0.92,8.928971291
2005,6,16,4.14,30.63,12.69,84.5,25.58,1.45,14.47356606
2005,6,17,4.25,32.47,6.77,81.81,25,1.29,1.257328629
2005,6,18,3.37,35.75,3.88,75.94,24.46,2.12,22.93824196
2005,6,19,3.77,34.36,8.45,78.38,24.36,1.81,0.951090634
2005,6,20,3.8,33.13,12.68,81.12,23.82,1.38,5.317384243
2005,6,21,2.44,31.49,15.18,80.44,24.43,1.38,12.21939754
2005,6,22,3.09,31.32,3.17,81.44,23.99,1.5,3.952488184
2005,6,23,2.88,33.61,0.87,76.81,24.15,2.22,11.61008263
2005,6,24,3.29,34.69,5.11,75.75,24.08,0.73,21.98301125
2005,6,25,4.48,30.96,2.41,84.69,24.17,1.88,12.31188869
2005,6,26,6.28,35.86,1.95,72.25,22.87,1.32,0.884487391
2005,6,27,6.5,34.4,3.63,74.94,24.57,2.81,3.046307087
2005,6,28,4.42,33.94,1.35,79.38,24.44,1.46,1.363507867
2005,6,29,4.37,30.26,19.24,82.88,24.27,1.82,0.569029748
2005,6,30,4.6,34.55,4.73,81,24.04,2.7,12.00857353
2005,7,1,4.57,33.18,7.09,80.5,24.29,2.06,14.21562481
2005,7,2,4.65,29.79,6.66,84.12,24.61,1.53,15.59257698
2005,7,3,5.27,33.77,11.49,77.31,24.83,1.13,8.724049568
2005,7,4,5.52,32.33,4.64,81.62,24.35,2.39,8.878017426
2005,7,5,4.08,33.17,4.41,80,24.61,2.12,4.878194332
2005,7,6,6.1,34.11,1.51,77.12,23.24,1.12,3.216721535
2005,7,7,5.58,35.91,1.1,75.06,23.87,1.24,9.022006035
2005,7,8,6.27,35.74,0.57,74.75,25.46,1.15,12.30528641
2005,7,9,4.65,35.06,4.34,74.81,24.79,1.86,7.174251556
2005,7,10,2.37,32.94,35.5,80.56,24.42,1.88,9.374201775
2005,7,11,2.12,34.34,13.67,83.19,24.17,0.88,10.66872692
2005,7,12,2.49,30.03,13.97,84.56,24.11,1.09,11.49353981
2005,7,13,3.1,31.25,20.18,83.88,24.21,1.65,19.21691322
2005,7,14,1.42,30.18,20.88,85.56,23.69,1.62,14.92338181
2005,7,15,3.92,31.61,9.4,86.12,23.01,1.93,5.504358292
2005,7,16,2.18,31.24,4.38,81.38,22.08,2.34,1.958548427
2005,7,17,2.23,30.29,11.93,86.62,23.33,2,0.976645648
2005,7,18,2.28,30.69,10.15,83.19,23.87,2.77,1.744172573
2005,7,19,2.56,33.16,4.5,78.31,23.11,2.78,7.622077465
2005,7,20,4,33.8,4.92,78.31,24.83,2.06,3.662190437
2005,7,21,4.47,34.08,4.6,80.75,23.65,1.3,41.23270416
2005,7,22,5.53,33.51,5.02,81.56,24.55,2.02,7.401493073
2005,7,23,5.34,33.9,4.06,80,24.66,2.02,8.05497551
2005,7,24,4.06,34.79,0.7,74.88,24.48,1.94,3.980704546
2005,7,25,6.4,33.18,3.09,81.38,25.05,3.27,24.20506096
2005,7,26,5.81,32.62,6.42,80.38,24.88,2.17,0.162873954
2005,7,27,5.13,33.41,9.7,79.12,25.47,1.2,23.93602371
2005,7,28,5.8,35.75,0.27,76.5,26.15,2.44,13.1342392
2005,7,29,5.92,35.19,0.79,77.62,25.27,3,0.930677593
2005,7,30,6.12,33.73,22.17,76.5,25.05,2.77,0
2005,7,31,4.52,33.06,13.48,81.88,25.27,1.45,0.316127628
2005,8,1,4.69,33.35,0.11,81.62,25.7,1.13,6.54238224
2005,8,2,4.55,34.95,29.57,79.62,25.66,1.41,10.06172371
2005,8,3,5.75,31.7,65.15,85.88,25.76,2.81,21.5224781
2005,8,4,4.84,35.28,42.42,80.44,25.07,2,5.423164368
2005,8,5,3.88,32.33,48.11,80.94,25.34,1.55,21.96325874
2005,8,6,2.55,32.97,78.81,84,24.92,1.13,11.83112907
2005,8,7,2.55,33.15,17.22,82.25,24.71,1.33,23.53471565
2005,8,8,4.34,30.32,11.96,89.69,25.53,1.36,9.514288902
2005,8,9,4.42,31.24,6.6,88.81,25.06,1.4,9.065414429
2005,8,10,4.36,30.63,9.14,88,24.76,1,2.115426302
2005,8,11,2.86,31.53,49.37,85.25,25.03,2.18,7.512729645
2005,8,12,4.33,32.15,73.73,86.38,25.2,2.29,20.67551231
2005,8,13,5.54,35.09,12.37,80.62,25.33,1.09,12.33003521
2005,8,14,5.62,32.58,21.03,85.62,24.63,2.42,17.00850296
2005,8,15,5.41,32.76,15.98,79.06,23.88,1.67,11.3382225
2005,8,16,5.11,32.91,2.77,79,24.5,1.62,6.026846409
2005,8,17,5.45,32.46,0.62,84.25,24.79,0.98,3.473616123
